1450.0,8.0,1160.0,1390.0,3.5,0.0,290.0,47.6508,0.0,2007.0,3.0
1230.0,7.0,1230.0,1660.0,2.0,0.0,0.0,47.7017,0.0,1984.0,3.0
2090.0,7.0,1290.0,1820.0,2.25,0.0,800.0,47.4654,0.0,1979.0,3.0
2800.0,9.0,2800.0,2280.0,2.5,0.0,0.0,47.7432,0.0,1992.0,4.0
820.0,6.0,820.0,1660.0,1.0,0.0,0.0,47.452,0.0,1950.0,2.0
2900.0,9.0,2900.0,2900.0,2.5,0.0,0.0,47.6726,0.0,1992.0,4.0
1300.0,7.0,1300.0,1230.0,2.0,0.0,0.0,47.5482,0.0,1943.0,3.0
2120.0,7.0,1490.0,1890.0,2.25,0.0,630.0,47.7207,0.0,1976.0,4.0
1320.0,8.0,1320.0,2020.0,1.75,0.0,0.0,47.4425,0.0,1978.0,3.0
2540.0,8.0,1320.0,2160.0,1.0,0.0,1220.0,47.5259,0.0,1942.0,2.0
1420.0,7.0,1420.0,1420.0,1.75,0.0,0.0,47.2931,0.0,1962.0,3.0
1310.0,8.0,1120.0,1310.0,1.5,0.0,190.0,47.5663,0.0,2002.0,3.0
1970.0,7.0,1970.0,1900.0,1.5,0.0,0.0,47.666000000000004,0.0,1909.0,4.0
2740.0,8.0,2740.0,2310.0,2.5,0.0,0.0,47.6315,0.0,1991.0,4.0
2750.0,8.0,1800.0,2750.0,2.75,0.0,950.0,47.7749,0.0,1978.0,4.0
2680.0,9.0,1870.0,3440.0,3.25,0.0,810.0,47.6115,0.0,1910.0,5.0
2940.0,9.0,1710.0,2540.0,2.5,0.0,1230.0,47.6681,0.0,1996.0,3.0
1540.0,7.0,1540.0,1690.0,1.5,0.0,0.0,47.5237,0.0,1968.0,3.0
1150.0,6.0,990.0,1200.0,1.0,0.0,160.0,47.7471,0.0,1932.0,3.0
1570.0,7.0,980.0,2420.0,1.75,2.0,590.0,47.7166,0.0,1947.0,3.0
2240.0,8.0,1340.0,1930.0,2.0,2.0,900.0,47.5096,0.0,1926.0,4.0
2450.0,8.0,2450.0,2410.0,2.5,0.0,0.0,47.3093,0.0,1990.0,4.0
1640.0,7.0,1040.0,1460.0,1.75,0.0,600.0,47.5162,0.0,1948.0,2.0
1590.0,8.0,1590.0,2040.0,1.75,0.0,0.0,47.5902,0.0,1963.0,3.0
2710.0,10.0,2710.0,3130.0,2.5,0.0,0.0,47.6718,0.0,1959.0,3.0
2550.0,7.0,2550.0,2340.0,2.5,0.0,0.0,47.4916,0.0,2009.0,4.0
1450.0,7.0,1350.0,1310.0,1.75,0.0,100.0,47.6571,0.0,1903.0,2.0
2460.0,8.0,2460.0,1850.0,2.5,0.0,0.0,47.6684,0.0,2005.0,4.0
1320.0,7.0,1320.0,1840.0,1.75,0.0,0.0,47.6993,0.0,1969.0,3.0
1940.0,7.0,1240.0,2340.0,2.25,0.0,700.0,47.6004,0.0,1964.0,3.0
1840.0,8.0,1840.0,1910.0,3.25,0.0,0.0,47.6595,0.0,2001.0,2.0
1620.0,6.0,920.0,1540.0,1.0,0.0,700.0,47.7069,0.0,1926.0,2.0
1160.0,6.0,580.0,1160.0,1.0,0.0,580.0,47.3537,0.0,1963.0,2.0
760.0,6.0,760.0,1130.0,1.0,0.0,0.0,47.5462,0.0,1910.0,2.0
1750.0,7.0,1410.0,1720.0,2.25,0.0,340.0,47.4579,0.0,1969.0,3.0
1690.0,7.0,1020.0,1820.0,1.0,0.0,670.0,47.4945,0.0,1967.0,3.0
